row_id,order_id,created_at,item_id,quantity,cust_name,in_or_out
431,ORD364,"2024-02-17 07:23:00",It009,1,Wendy,in
432,ORD365,"2024-02-17 07:28:00",It014,1,Xavier,out
433,ORD365,"2024-02-17 07:28:00",It007,1,Xavier," "
434,ORD366,"2024-02-17 07:34:00",It022,1,Yara,in
435,ORD367,"2024-02-17 07:39:00",It005,1,Zoe,out
436,ORD368,"2024-02-17 07:44:00",It012,1,Amy,in
437,ORD368,"2024-02-17 07:44:00",It018,1,Amy," "
438,ORD369,"2024-02-17 07:49:00",It027,1,Ben,out
439,ORD370,"2024-02-17 07:54:00",It003,1,Cara,in
440,ORD371,"2024-02-17 07:59:00",It016,1,Dan,out
441,ORD371,"2024-02-17 07:59:00",It008,1,Dan," "
442,ORD372,"2024-02-17 08:04:00",It011,1,Eve,in
443,ORD373,"2024-02-17 08:10:00",It024,1,Finn,out
444,ORD374,"2024-02-17 08:15:00",It006,1,Gia,in
445,ORD374,"2024-02-17 08:15:00",It021,1,Gia," "
446,ORD375,"2024-02-17 08:20:00",It010,1,Hal,out
447,ORD376,"2024-02-17 08:25:00",It025,1,Ida,in
448,ORD377,"2024-02-17 08:30:00",It013,1,Jed,out
449,ORD377,"2024-02-17 08:30:00",It019,1,Jed," "
450,ORD378,"2024-02-17 08:35:00",It002,1,Kip,in
451,ORD379,"2024-02-17 08:40:00",It028,1,Lia,out
452,ORD380,"2024-02-17 08:45:00",It015,1,Moe,in
453,ORD381,"2024-02-17 08:51:00",It007,1,Nia,out
454,ORD381,"2024-02-17 08:51:00",It023,1,Nia," "
455,ORD382,"2024-02-17 08:56:00",It001,1,Oli,in
456,ORD383,"2024-02-17 09:01:00",It017,1,Pam,out
457,ORD384,"2024-02-17 09:06:00",It004,1,Quin,in
458,ORD384,"2024-02-17 09:06:00",It020,1,Quin," "
459,ORD385,"2024-02-17 09:11:00",It009,1,Rae,out
460,ORD386,"2024-02-17 09:16:00",It026,1,Sam,in
461,ORD387,"2024-02-17 09:21:00",It012,1,Ty,out
462,ORD388,"2024-02-17 09:27:00",It018,1,Uma,in
463,ORD388,"2024-02-17 09:27:00",It022,1,Uma," "
464,ORD389,"2024-02-17 09:32:00",It005,1,Val,out
465,ORD390,"2024-02-17 09:37:00",It011,1,Wes,in
466,ORD391,"2024-02-17 09:42:00",It027,1,Xi,out
467,ORD392,"2024-02-17 09:47:00",It003,1,Yol,in
468,ORD393,"2024-02-17 09:52:00",It016,1,Zed,out
469,ORD393,"2024-02-17 09:52:00",It024,1,Zed," "
470,ORD394,"2024-02-17 09:57:00",It008,1,Amy,in
471,ORD394,"2024-02-17 10:08:00",It016,1,Zack," "
472,ORD395,"2024-02-17 10:24:00",It024,1,Alex,in
473,ORD395,"2024-02-17 10:24:00",It008,1,Alex," "
474,ORD396,"2024-02-17 10:40:00",It002,1,Brooke,out
475,ORD397,"2024-02-17 10:56:00",It010,1,Charles,in
476,ORD398,"2024-02-17 11:12:00",It005,1,Dana,out
477,ORD399,"2024-02-17 11:28:00",It027,1,Evan,in
478,ORD400,"2024-02-17 11:44:00",It013,1,Fiona,out
479,ORD401,"2024-02-17 12:00:00",It021,1,George,in
480,ORD402,"2024-02-17 12:16:00",It017,1,Heidi,out
481,ORD403,"2024-02-17 12:00:00",It022,1,Ivy,in
482,ORD404,"2024-02-17 12:07:00",It004,1,Jack,out
483,ORD404,"2024-02-17 12:07:00",It006,1,Jack," "
484,ORD405,"2024-02-17 12:14:00",It018,1,Kiera,in
485,ORD406,"2024-02-17 12:21:00",It011,1,Leo,out
486,ORD407,"2024-02-17 12:28:00",It023,1,Mia,in
487,ORD407,"2024-02-17 12:28:00",It025,1,Mia," "
488,ORD408,"2024-02-17 12:35:00",It009,1,Noah,out
489,ORD409,"2024-02-17 12:42:00",It015,1,Olivia,in
490,ORD410,"2024-02-17 12:49:00",It027,1,Pete,out
491,ORD411,"2024-02-17 12:56:00",It003,1,Quinn,in
492,ORD412,"2024-02-17 13:03:00",It020,1,Rachel,out
493,ORD412,"2024-02-17 13:03:00",It014,1,Rachel," "
494,ORD413,"2024-02-17 13:10:00",It001,1,Sam,in
495,ORD414,"2024-02-17 13:17:00",It008,1,Tina,out
496,ORD415,"2024-02-17 13:24:00",It017,1,Umar,in
497,ORD416,"2024-02-17 13:31:00",It005,1,Vivian,out
498,ORD417,"2024-02-17 13:38:00",It012,1,Wendy,in
499,ORD417,"2024-02-17 13:38:00",It024,1,Wendy," "
500,ORD418,"2024-02-17 13:45:00",It010,1,Xavier,out
501,ORD419,"2024-02-17 13:52:00",It026,1,Yolanda,in
502,ORD420,"2024-02-17 13:59:00",It019,1,Zack,out
503,ORD421,"2024-02-17 14:06:00",It007,1,Amelia,in
504,ORD422,"2024-02-17 14:13:00",It002,1,Brad,out
505,ORD423,"2024-02-17 14:20:00",It013,1,Chloe,in
506,ORD424,"2024-02-17 14:27:00",It021,1,Derek,out
507,ORD424,"2024-02-17 14:27:00",It016,1,Derek," "
508,ORD425,"2024-02-17 14:34:00",It028,1,Eva,in
509,ORD426,"2024-02-17 14:41:00",It009,1,Fred,out
510,ORD427,"2024-02-17 14:48:00",It006,1,Gina,in
511,ORD428,"2024-02-17 14:55:00",It023,1,Hugh,out
512,ORD429,"2024-02-17 15:02:00",It018,1,Iris,in
513,ORD429,"2024-02-17 15:02:00",It011,1,Iris," "
514,ORD430,"2024-02-17 15:23:00",It015,1,Liam,out
515,ORD431,"2024-02-17 15:39:00",It027,1,Mia,in
516,ORD432,"2024-02-17 15:55:00",It009,1,Fred,out
517,ORD433,"2024-02-17 16:11:00",It023,1,Gina,in
518,ORD434,"2024-02-17 16:27:00",It006,1,Hugh,out
519,ORD435,"2024-02-17 16:43:00",It018,1,Iris,in
520,ORD436,"2024-02-17 16:59:00",It002,1,Jack,out
521,ORD437,"2024-02-17 17:00:00",It026,1,Kiera,in
